text_a	bd_label	entity_label
资 料 表 明 紫 外 线 可 使 细 胞 内 D N A 转 化 为 胸 腺 嘧 啶 二 聚 体 ， 使 其 抗 原 性 增 强 ， 诱 生 抗 D N A 抗 体 。	O O O O O O O O O B M M M M E O O O B M M M M M E O O O O O O O O O O O B M M M M E O	bod bod bod
复 苏 初 期 建 议 用 纯 氧 （ 目 前 证 据 尚 不 足 以 证 明 空 气 复 苏 的 有 效 性 ） ， 以 后 通 过 监 测 动 脉 血 气 值 或 经 皮 血 氧 饱 和 度 ， 逐 步 调 整 吸 入 气 的 氧 浓 度 。	O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M E O O O O O O O O O O O O O O O O O O O O O	dru ite
左 右 心 房 间 的 交 通 导 致 两 侧 心 房 压 力 趋 于 平 衡 ， 因 此 ， 房 间 隔 缺 损 时 的 左 向 右 分 流 是 在 较 小 的 压 差 下 进 行 的 （ 后 者 取 决 于 左 右 心 室 的 顺 应 性 ） ， 故 杂 音 不 明 显 。	B M M M E O O O O O B M M E O O O O O O O O O O B M M M E O O O O O O O O O O O O O O O O O O O O O O O O B M M E O O O O O O O B M M M E O	bod bod dis bod sym
服 用 某 些 特 别 的 食 物 或 药 物 后 尿 液 也 可 出 现 特 殊 气 味 。	O O O O O O O O O O O O O B E O O O O O O O O O	bod
但 是 ， 至 今 仍 无 统 一 标 准 ， 因 而 给 I N D 的 诊 断 带 来 了 困 难 。	O O O O O O O O O O O O O O O B M E O O O O O O O O O	dis
（ 四 ） 参 与 垂 体 的 调 节 垂 体 的 正 常 生 理 功 能 有 赖 于 甲 状 腺 激 素 的 支 持 和 保 证 。	O O O O O B E O O O B E O O O O O O O O O O B M M M E O O O O O O O	bod bod bod
抽 动 障 碍 伴 发 的 注 意 缺 陷 多 动 障 碍 （ A D H D ） 、 强 迫 障 碍 （ O C D ） 、 睡 眠 障 碍 （ S D ） 、 情 绪 障 碍 （ E D ） 以 及 其 他 心 理 行 为 问 题 ， 增 加 了 病 情 的 严 重 性 和 复 杂 性 ， 也 给 治 疗 带 来 一 定 的 难 度 。	B M M E O O O B M M M M M M E O B M M E O O B M M E O B M E O O B M M E O B E O O B M M E O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis dis dis dis dis dis dis dis dis
通 常 在 婴 儿 期 即 表 现 为 青 紫 和 充 血 性 心 力 衰 竭 。	O O O O O O O O O O B E O B M M M M M E O	sym sym
冰 硼 散 、 锡 类 散 及 青 黛 散 可 局 部 消 炎 止 痛 。	B M E O B M E O B M E O O O O O O O O	dru dru dru
流 行 病 学 调 查 提 示 疱 疹 病 毒 6 、 巨 细 胞 包 涵 体 病 毒 、 E B 病 毒 感 染 可 能 与 发 病 有 关 。	O O O O O O O O B M M M E O B M M M M M M E O B M M E O O O O O O O O O O	mic mic mic
致 敏 物 质 去 除 后 ， 口 腔 炎 症 还 要 持 续 一 段 时 间 。	B M M M M M M M B M M E M M M M M M M E O	O sym bod O
此 外 ， 及 时 辨 识 肠 扭 转 和 肠 旋 转 不 良 症 状 、 早 期 诊 断 与 治 疗 均 是 改 善 其 预 后 的 重 要 环 节 。	O O O O O O O B M E O B M M M E O O O O O O O O O O O O O O O O O O O O O O O	dis dis
A 族 链 球 菌 是 人 类 正 常 口 咽 部 的 菌 群 ， 儿 童 带 菌 率 是 1 5 % ～ 2 0 % ， 发 病 率 取 决 于 小 儿 的 年 龄 、 季 节 、 气 候 和 地 理 位 置 ， 以 及 和 感 染 者 接 触 的 程 度 有 关 。	B M M M E O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	mic bod
4 . 持 续 低 氧 导 致 肺 血 管 痉 挛 ， 出 现 肺 动 脉 高 压 ， 肺 血 流 减 少 ， 肺 外 右 向 左 分 流 ， 肺 内 动 静 脉 分 流 ， 使 通 气 - 灌 流 比 例 失 调 ， 影 响 气 血 交 换 。	O O B M M E O O B M M M E O O O B M E M E O S M M M M M S M M M M M M M B M M M E M E O O O O O O O O O O O O O O O O O O O	sym dis bod sym bod O O sym bod O O bod O
（ 四 ） 时 间 肺 活 量 （ 又 称 用 力 肺 活 量 ， F V C ） 是 指 深 吸 气 至 肺 总 量 ， 然 后 用 力 快 速 呼 气 直 至 残 气 位 时 测 得 的 肺 活 量 。	O O O B M M M E O O O B M M M E O B M E O O O O O O O B M E O O O O O O O O O O O O O O O O O O B M E O	ite ite ite ite ite
X 染 色 体 越 多 ， 睾 丸 发 育 不 良 程 度 越 明 显 ， 症 状 越 严 重 ， 智 能 发 育 越 差 ， 其 他 畸 症 状 越 严 重 愈 多 。	B M M E O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O B M M M M E O O O	bod bod sym
作 为 手 术 前 准 备 或 其 他 原 因 不 能 或 不 愿 进 行 手 术 者 ， 常 联 合 应 用 以 下 药 物 以 达 到 控 制 血 压 的 目 的 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O O	ite
患 有 本 畸 形 的 患 儿 常 有 阵 发 性 烦 躁 不 安 及 哭 吵 ， 似 与 疼 痛 有 关 ， 并 伴 有 苍 白 与 出 汗 ， 但 更 常 见 的 为 喂 养 困 难 、 呼 吸 急 促 、 呼 吸 道 症 状 及 其 他 左 心 衰 竭 的 表 现 。	O O O O O O O O O O B M M M M M M M M E O O O B E O O O O B M M M M M E O O O O O O O B M M E O B M M E O B M M M E O O O B M M E O O O O	sym sym sym sym sym sym dis
根 据 患 儿 免 疫 状 态 以 及 基 础 疾 病 免 疫 抑 制 状 态 患 儿 包 括 原 发 性 和 继 发 性 免 疫 功 能 低 下 （ 如 长 期 使 用 糖 皮 质 激 素 和 免 疫 抑 制 药 物 、 营 养 不 良 ） 或 获 得 性 免 疫 缺 陷 （ A I D S ） 。	O O O O O O O O O O O O O O B M M E O O O O O O B M M M M M M M M M M M E O O O O O O B M M M E O B M M M M E O B M M E O O B M M M M M E O B M M E O O	sym dis dru dru sym dis dis
颅 内 高 压 @ 【 病 因 和 发 生 机 制 】 上 述 颅 腔 内 三 种 内 容 物 （ 脑 、 血 液 和 脑 脊 液 ） 体 积 的 增 大 与 颅 内 占 位 性 病 变 均 可 引 起 颅 内 压 增 高 。	B M M E O O O O O O O O O O O O B E O O O O O O O S O B E O B M E O O O O O O O B M M M M M E O O O O B M E O O O	dis bod ite ite ite dis ite
5 . 造 血 干 细 胞 输 注 见 干 细 胞 移 植 章 节 。	O O B M M M E B E O B M M M E O O O	bod O pro pro
（ 四 ） 抗 病 毒 治 疗 1 . 金 刚 烷 胺 用 于 治 疗 无 并 发 症 的 甲 型 流 感 。	O O O B M M M E O O B M M E O O O O O O O O O B M M E O	pro dru dis
第 六 节 疟 疾 【 病 原 】 疟 疾 （ m a l a r i a ） 是 感 染 疟 原 虫 所 引 起 的 传 染 病 。	O O O B E O O O O B E O B M M M M M E O O O O B M E O O O O O O O O	dis dis dis mic
7 . 肾 上 腺 皮 质 危 象 见 于 皮 质 激 素 突 然 撤 减 或 感 染 应 激 时 内 源 性 皮 质 激 素 水 平 不 足 ， 表 现 为 表 情 淡 漠 、 呕 吐 、 血 压 降 低 乃 至 休 克 。	O O B M M M E M E O O B M M E O O O O O B E O O O B M M M M M E O O O O O O O O O O B E O B E O B M M E O O B E O	bod sym dru sym bod sym sym sym sym
地 高 辛 治 疗 量 和 中 毒 量 非 常 接 近 ， 使 用 时 应 慎 重 ， 以 避 免 致 命 的 并 发 症 。	B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dru
根 据 体 内 代 谢 的 需 要 ， 糖 原 分 子 不 断 合 成 和 分 解 ， 它 们 是 在 一 组 完 全 不 同 的 催 化 酶 作 用 下 完 成 。	O O O O O O O O O O B M M E O O O O O O O O O O O O O O O O O O O B M E O O O O O O	bod bod
2 . 感 染 方 式 用 未 消 毒 的 剪 刀 、 线 绳 来 断 脐 、 结 扎 脐 带 ； 接 生 者 的 手 或 包 盖 脐 带 残 端 的 棉 花 纱 布 未 严 格 消 毒 时 ， 破 伤 风 梭 菌 即 可 由 此 侵 入 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M E O O O O O O O	mic
由 于 肾 旋 转 不 完 全 ， 肾 盂 常 位 于 肾 皮 质 的 前 方 ， 5 6 % 的 异 位 肾 可 以 出 现 集 合 系 统 积 水 ， 其 中 一 半 是 由 肾 盂 输 尿 管 连 接 部 梗 阻 或 膀 胱 输 尿 管 连 接 部 狭 窄 引 起 的 。	O O S O O O O O O B E O O O B M E O O O O O O O O B M E O O O O B M M M M E O O O O O O O B M M M M M M M M E O B M M M M M M M M E O O O O	bod bod bod dis sym dis dis
② 急 性 炎 症 性 脱 髓 鞘 多 发 神 经 根 病 。	O B M M M M M M M M M M M M E O	dis
一 般 多 发 生 在 颅 盖 骨 或 颅 底 骨 的 中 线 ， 少 数 偏 于 一 侧 。	O O O O O O B M E O B M M M M E O O O O O O O O	bod bod
最 近 有 研 究 发 现 ， 分 流 术 本 身 造 成 的 脑 损 害 或 术 后 并 发 症 （ 如 感 染 及 硬 脑 膜 下 血 肿 等 ） 可 导 致 癫 痫 发 作 ， 2 岁 内 行 分 流 术 者 易 发 生 ， 发 生 率 高 达 2 0 % ～ 5 0 % 。	O O O O O O O O B M E O O O O O O O O O O O O O O O O B E O B M M M M E O O O O O B E O O O O O O O B M E O O O O O O O O O O O O O O O O O O	pro pro pro dis pro
主 要 表 现 为 脑 部 占 位 性 病 变 的 体 征 ， 如 颅 压 增 高 、 脑 神 经 损 害 、 头 痛 、 恶 心 、 呕 吐 、 复 视 、 视 神 经 乳 头 水 肿 等 ， 常 无 发 热 ， 白 细 胞 总 数 及 分 类 正 常 。	O O O O O B M M M M M E O O O O O B M M E O B M M M E O B E O B E O B E O B E O B M M M E M E O O O O B E O B M E M M M M M M E O	dis sym sym sym sym sym sym bod sym sym ite sym
（ 二 ） 依 临 床 表 现 分 为 两 型 1 . 单 纯 型 N S （ s i m p l e t y p e N S ） 2 . 肾 炎 型 N S （ n e p h r o t i c t y p e N S ） 凡 具 有 以 下 四 项 之 一 项 或 多 项 者 属 于 肾 炎 型 N S ； ① 2 周 内 分 别 3 次 以 上 离 心 尿 检 查 R B C ≥ 1 0 个 / H P ， 并 证 实 为 肾 小 球 源 性 血 尿 者 ；	O O O O O O O O O O O O O O B M M M E O B M M M M M M M M M M E O O O B M M M E O B M M M M M M M M M M M M M E O O O O O O O O O O O O O O O O O B M M M E O O O O O O O O O O O B M M M E B M E O O O O O O O O O O O O B M M M M M E O O	dis dis dis dis dis pro O ite sym
可 了 解 瘘 口 的 部 位 和 大 小 、 侧 支 循 环 建 立 情 况 、 颈 外 动 脉 供 血 情 况 、 静 脉 引 流 方 向 、 是 否 自 行 闭 塞 ， 以 及 其 他 脑 底 动 脉 变 异 脑 膜 动 静 脉 瘘 全 面 的 选 择 性 脑 血 管 D S A 是 目 前 确 诊 本 病 的 唯 一 检 查 手 段 。	O O O B E O O O O O O O O O O O O O O O O B M M E O O O O O B E O O O O O O O O O O O O O O O O B M M E M E B M M M M E O O O B M M M M M M M E O O O O O O O O O O O O O O O	bod bod bod bod sym O dis pro
非 手 术 治 疗 包 括 ： ① 导 尿 术 ； ② 药 物 治 疗 ； ③ 神 经 阻 滞 疗 法 ； ④ 其 他 方 法 如 生 物 反 馈 技 术 及 排 尿 训 练 等 。	O O O O O O O O O B M E O O B M M E O O B M M M M E O O O O O O O B M M M M E O B M M E O O	pro pro pro pro pro
对 于 比 较 烦 躁 的 小 儿 ， 使 用 镇 静 剂 是 急 救 病 房 常 规 的 手 段 ， 避 免 由 于 刺 激 和 烦 躁 ， 造 成 血 压 和 颅 内 压 的 骤 然 升 降 ， 导 致 血 管 破 裂 出 血 ， 或 气 道 压 过 高 ， 造 成 气 胸 和 气 道 身 体 损 伤 。	O O O O O O O O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O B E M B M E M M M M E O O O B E M M M E O O B M E O O O O O B E O B M M M M E O	dru ite O sym ite O bod sym ite bod dis
主 要 表 现 水 、 电 解 质 紊 乱 。	O O O O S M B M E M E O	bod O sym bod O
各 种 T - < / s u p > B - < / s u p > S C I D 均 为 常 染 色 体 隐 性 遗 传 。	O O O O O O O O O O O O O O O O O O B M M E O O B M M E O O O O O	dis bod
植 物 状 态 持 续 1 个 月 以 上 即 人 们 通 常 说 的 植 物 人 。	B M M E O O O O O O O O O O O O O O O O O O	dis
致 死 性 粒 细 胞 缺 乏 为 其 最 严 重 不 良 反 应 。	B M M M M M M E O O O O O O O O O O	dis
临 床 上 感 染 性 疾 病 首 先 要 明 确 是 何 种 病 原 体 感 染 ， 这 样 才 能 做 到 有 的 放 矢 。	O O O B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O	dis
有 些 化 合 物 （ 如 巴 比 妥 酸 盐 、 水 杨 酸 盐 及 异 烟 肼 等 ） 在 碱 性 环 境 下 离 子 化 程 度 增 加 ， 处 理 时 如 在 补 液 中 适 当 补 给 碳 酸 氢 钠 以 碱 化 尿 液 ， 可 减 少 其 在 肾 小 管 内 重 吸 收 ， 提 高 排 出 率 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O O O O B M E O O O O O O O O O O O	bod bod
4 . 学 龄 期 以 十 二 指 肠 溃 疡 多 见 ， 随 着 年 龄 递 增 ， 临 床 表 现 与 成 人 接 近 ， 症 状 以 上 腹 痛 和 脐 周 腹 痛 为 主 ， 有 时 有 夜 间 痛 ， 或 泛 酸 、 嗳 气 或 慢 性 贫 血 。	O O O O O O B M M M M E O O O O O O O O O O O O O O O O O O O O O O O O B E O B M M E O O O O O O B M E O O B E O O S O B M M E O	dis sym sym sym sym sym sym
影 响 H I V 感 染 向 何 种 趋 势 发 展 的 因 素 尚 不 清 楚 ， 可 能 与 病 毒 的 毒 力 、 含 量 、 宿 主 细 胞 辅 助 受 体 及 免 疫 应 答 能 力 的 差 异 有 关 。	O O B M E O O O O O O O O O O O O O O O O O O O O B E O O O O O O O B M M M M M M E O O O O O O O O O O O O O	mic mic bod
表 现 为 充 血 、 虹 膜 炎 、 视 力 模 糊 、 出 现 盲 点 和 畏 光 等 症 状 都 曾 有 报 道 ， 但 多 数 病 例 可 能 没 有 症 状 。	O O O B E O B M E O B M M E O B M M E O B E O O O O O O O O O O O O O O O O O O O O O	sym dis dis sym sym
本 节 介 绍 目 前 广 泛 应 用 的 经 导 管 动 脉 导 管 未 闭 堵 塞 术 。	O O O O O O O O O O O B M M M M M M M M M M E O	pro
主 要 病 理 生 理 机 制 有 以 下 几 方 面 ： 1 . 炎 症 细 胞 的 迁 移 与 聚 集 A R D S 的 本 质 目 前 被 认 为 是 “ 全 身 炎 症 反 应 综 合 征 的 肺 部 表 现 ” 。	O O O O O O O O O O O O O O O O O B M M M M M M M M E B M M E O O O O O O O O O O B M M M M M M M E O B E O O O O	sym O dis dis bod
运 用 磁 共 振 血 流 速 度 编 码 技 术 ， 可 发 现 肺 高 压 患 者 的 肺 动 脉 的 血 流 峰 值 速 度 降 低 ， 出 现 反 向 血 流 或 湍 流 。	O O B M E O O O O O O O O O O O O B M E O O O B M E O O O O O O O O O O O O O O O O O O O O	pro dis bod
很 多 患 儿 在 新 生 儿 期 死 于 大 肠 杆 菌 性 败 血 症 。	O O O O O O O O O O O B M M M M M M E O	dis
由 于 心 房 内 及 希 氏 束 心 室 肌 间 传 导 延 缓 ， 年 长 儿 可 见 P R 间 期 延 长 ， 出 现 Ⅰ ° 房 室 传 导 阻 滞 。	O O B E O O B M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	bod bod
病 毒 感 染 也 要 与 川 崎 病 鉴 别 ， 包 括 麻 疹 ， E B 病 毒 及 腺 病 毒 感 染 。	B M M E O O O B M E O O O O O B E O B M M E O B M M M E O	sym dis dis mic dis
（ 三 ） 支 持 治 疗 静 脉 注 射 丙 种 球 蛋 白 （ I V I G ） 可 减 少 A I D S 患 儿 合 并 细 菌 感 染 的 发 生 率 和 缩 短 住 院 时 间 。	O O O B M M E B M M M M M M M E O B M M E O O O O B M M E O O O O B M M E O O O O O O O O O O O O	pro O pro pro dis dis
（ 一 ） 急 性 肺 损 伤 期 （ A L I ） 可 以 有 明 显 的 突 发 致 损 伤 因 素 ， 出 现 与 原 发 于 肺 部 的 损 伤 相 关 的 症 状 ， 或 表 现 为 早 期 A R D S 的 呼 吸 急 促 困 难 ， 经 吸 氧 无 法 改 善 ， 也 可 能 呼 吸 窘 迫 的 症 状 并 不 明 显 ， 容 易 被 临 床 医 师 所 忽 略 。	O O O O O O O O O O B M E O O O O O O O O O O O O O O O O O O O O O B E O O O O O O O O O O O O O O O B M M E O B M M M M E O O B E O O O O O O O O B M M E O O O O O O O O O O O O O O O O O O O	dis bod bod sym pro sym
这 些 都 提 示 这 类 患 者 的 发 病 与 胃 酸 有 关 。	O O O O O O O O O O O O O B E O O O	bod
β 受 体 激 动 剂 一 般 与 抗 胆 碱 能 药 物 合 用 喷 射 雾 化 吸 入 ， β 受 体 激 动 剂 主 要 作 用 于 小 气 道 、 起 效 快 ， 但 维 持 时 间 短 ； 抗 胆 碱 能 药 物 主 要 作 用 于 大 气 道 、 起 效 相 对 较 慢 ， 但 维 持 时 间 较 长 ， 因 而 两 者 合 用 有 互 补 作 用 。	B M M M M E O O O B M M M M E O O B M M E O O O B M M M M E O O O O O B M E O O O O O O O O O O O O B M M M M E O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dru dru pro dru bod dru bod
2 . 外 源 性 感 染 这 类 真 菌 平 时 在 人 体 内 并 不 存 在 ， 而 存 在 于 自 然 界 ， 经 呼 吸 道 、 胃 肠 道 或 有 损 伤 的 皮 肤 侵 入 人 体 而 发 病 。	O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O B M E O B M E O O O O O B E O O O O O O O O	mic bod bod bod
婴 幼 儿 肺 炎 ： 多 见 肺 炎 链 球 菌 感 染 ， 较 重 的 肺 炎 （ 如 有 肺 大 疱 或 胸 腔 积 液 ） 多 为 金 黄 色 葡 萄 球 菌 、 A 组 链 球 菌 、 流 感 嗜 血 杆 菌 或 其 他 革 兰 阴 性 杆 菌 感 染 所 致 。	B M M M E O O O B M M M E O O O O O O B E O O O B M E O B M M E O O O B M M M M M E O B M M M E O B M M M M E O O O B M M M M E O O O O O	dis mic dis sym sym mic mic mic mic
典 型 胰 腺 炎 往 往 左 上 腹 痛 ， 而 小 儿 腹 痛 常 为 全 腹 性 甚 至 伴 明 显 肌 卫 ， 易 并 发 腹 膜 炎 。	O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis
产 生 脑 积 水 可 能 有 三 种 情 况 ： ① 脑 脊 液 产 生 过 多 ， 这 种 情 况 极 少 ； ② 脑 脊 液 吸 收 发 生 障 碍 脑 脊 液 循 环 发 生 障 碍 脑 积 水 病 例 属 于 这 类 。	O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O B M E M M M M M E B M E M M M M M E B M E O O O O O O O	dis bod sym O O O bod sym O dis
远 端 小 管 受 累 可 致 重 碳 酸 盐 尿 及 肾 小 管 酸 中 毒 ， 但 最 常 见 的 是 尿 浓 缩 功 能 减 退 。	B M M M M E O O B M M M E O B M M M M E O O O O O O O B M M M M M E O	dis dis dis sym
在 美 国 ， 2 0 0 0 年 以 后 ， 所 有 淹 溺 者 中 ， 5 0 % 年 龄 低 于 2 0 岁 ； 儿 童 淹 溺 死 亡 仍 排 在 儿 童 意 外 死 亡 的 第 3 位 ， 高 峰 年 龄 为 1 ～ 4 岁 。	O O O O O O O O O O O O O O B E O O O O O O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O	dis dis
【 治 疗 】 （ 一 ） 一 般 治 疗 1 . 休 息 与 饮 食 高 度 水 肿 时 宜 卧 床 ， 病 情 稳 定 后 可 正 常 活 动 ， 但 应 避 免 剧 烈 活 动 。	O O O O O O O O O O O O O O O O O O B M M E O O O O O O O O O O O O O O O O O O O O O O O O O	sym
急 性 发 作 多 呈 自 限 性 ， 因 新 生 的 红 细 胞 G - 6 - P D 活 性 正 常 ， 病 情 多 于 1 周 后 逐 渐 稳 定 。	O O O O O O O O O O O O O O B M M M M M M M E O O O O O O O O O O O O O O O O O	bod
（ 二 ） 接 种 卡 介 苗 唯 一 的 预 防 结 核 病 疫 苗 为 卡 介 苗 （ B C G ） ， 以 两 名 法 国 研 制 者 C a l m e t t e 和 G u e r i n 命 名 。	O O O B E B M E O O O O O B M E O O O B M E O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O	pro O dru dis dru dru
2 ） 冷 抗 体 所 致 的 自 身 免 疫 性 溶 血 性 贫 血 。	O O O B E O O O B M M M M M M M M E O	bod dis
大 分 子 物 质 （ 如 黏 多 糖 、 糖 原 及 类 脂 等 ） 集 中 在 溶 酶 体 内 代 谢 ， 则 不 易 扩 散 ， 因 此 在 酶 缺 陷 时 常 主 要 堆 积 在 细 胞 或 细 胞 器 内 ， 引 起 溶 酶 体 肿 胀 ， 其 特 点 常 在 较 大 婴 儿 或 者 儿 童 期 起 病 ， 多 呈 慢 性 、 进 行 性 病 变 过 程 。	O O O O O O O B M E O B E O B E O O O O O B M E O O O O O O O O O O O O O B M E O O O O O O O B E O B M E O O O O B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	bod bod bod bod sym bod bod sym
3 . 大 细 胞 型 淋 巴 瘤 7 0 % 大 细 胞 型 淋 巴 瘤 来 源 于 T 细 胞 性 ， 2 0 % ～ 3 0 % 为 B 细 胞 性 ， 尚 有 部 分 病 人 来 源 于 N K 细 胞 或 不 表 达 T 或 B 细 胞 标 记 的 裸 细 胞 。	O O B M M M M M E O O O B M M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M E O O O O B M M M E O O O B M E O	dis dis bod bod bod
眼 底 检 查 可 呈 现 不 同 程 度 高 血 压 眼 底 改 变 。	B M M E O O O O O O O O O O O O O O O	pro
和 高 位 拐 点 （ H I P ） ， 以 L I P + 2 c m H 2 O 为 最 佳 P E E P ； 也 可 根 据 表 6 - 6 进 行 设 置 ； 以 H I P - 2 c m H < s u b > 2 < / s u b > O 为 P I P ； ④ 允 许 性 高 二 氧 化 碳 （ 使 p H ＞ 7 . 2 ） ， 低 于 该 值 可 能 需 要 纠 酸 ； 颅 内 高 压 是 其 禁 忌 症 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O B E M E O O O O O O	pro bod sym
6 . 红 细 胞 膜 蛋 白 电 泳 分 析 采 用 十 二 磺 酸 钠 聚 丙 烯 酰 胺 凝 胶 电 泳 （ S D S - P A G E ） ， 可 对 膜 蛋 白 主 要 成 分 进 行 定 性 或 半 定 量 分 析 ， 有 助 于 了 解 膜 蛋 白 的 缺 陷 。	O O B M M M M E B M M E O O B M M M M M M M M M M M M E O B M M M M M M E O O O O B M E O O O O O O B E O B M M M E O O O O O O B M E O O O O	bod O pro pro pro bod pro pro bod
除 T 、 B 细 胞 功 能 紊 乱 产 生 大 量 致 病 性 自 身 抗 体 的 直 接 损 伤 外 ， 免 疫 复 合 物 是 一 个 重 要 的 致 病 原 因 ， 其 主 要 机 制 是 ： 1 . 循 环 免 疫 复 合 物 抗 体 与 各 种 抗 原 在 循 环 中 形 成 免 疫 复 合 物 后 ， 经 循 环 沉 积 于 肾 脏 ， 由 经 典 途 径 激 活 补 体 ， 吸 引 中 性 粒 细 胞 ， 释 放 炎 症 介 质 ， 引 起 肾 脏 损 害 。	O B M M M E M M M E O O O O B M M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O B E O O O O O O O O O O O O O O O O O O O B E O O O O O O O O B E O O O B M M M E O O O B M M E O O O B M M E O	bod sym bod bod bod bod bod bod bod dis
大 量 给 予 肾 上 腺 皮 质 激 素 还 可 能 加 重 机 体 的 应 激 状 态 ， 也 会 造 成 严 重 的 继 发 性 感 染 使 病 情 加 重 。	O O O O B M M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dru
放 疗 在 生 殖 细 胞 性 肿 瘤 中 的 应 用 尚 未 确 立 。	B E O B M M M M M E O O O O O O O O O	pro dis
肺 循 环 阻 力 大 于 8 W o o d 单 位 • 平 方 米 ， 通 常 列 为 手 术 禁 忌 。	O O O O O O O O O O O O O O O O O O O O O O O B E O O O	pro
约 有 1 / 3 的 患 者 无 症 状 ， 仅 能 依 据 体 格 检 查 进 行 诊 断 。	O O O O O O O O O O O O O O O O B M M E O O O O O	pro
这 一 部 分 内 容 将 在 介 入 性 心 导 管 治 疗 术 中 详 细 介 绍 。	O O O O O O O O B M M M M M M M E O O O O O O	pro
术 前 应 有 充 分 准 备 ， 明 确 手 术 目 的 ， 在 预 知 不 能 完 全 或 大 部 分 切 除 时 主 张 先 作 病 理 活 检 以 明 确 诊 断 ， 然 后 先 行 化 疗 ， 使 肿 瘤 缩 小 、 分 期 前 移 后 再 手 术 。	O O O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O B M M E O O O O O O O O O O B E O O B E O O O O O O O O O B E O	pro pro pro dis pro
肺 微 血 管 和 毛 细 血 管 中 可 以 有 血 栓 形 成 、 出 血 。	B M M E O B M M E O O O O B M M M M M E O	bod bod sym
2 . 不 自 主 地 或 有 意 尿 床 或 尿 湿 裤 子 ， 7 岁 以 下 每 月 至 少 2 次 ， 7 岁 以 上 每 月 至 少 1 次 。	O O B M M M M M M M M M M M M E O B M M M M M M M M E O B M M M M M M M M E O	sym sym sym
【 临 床 表 现 及 诊 断 】 诊 治 烧 烫 伤 时 应 注 意 详 细 了 解 受 伤 面 积 、 深 度 ， 对 特 殊 部 位 如 五 官 、 关 节 、 面 部 等 ， 精 确 计 算 烧 烫 伤 面 积 和 估 计 深 度 ， 有 助 于 判 断 损 伤 的 严 重 性 ， 估 计 预 后 ， 有 利 于 治 疗 ， 同 时 也 是 液 体 补 给 的 依 据 。	O O O O O O O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O B E O B E O B E O O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M E O O O O	dis bod bod bod dis pro
（ 2 ） 布 地 奈 德 （ b u d e s o n i d e ， B U D ） ： 普 米 克 都 保 或 p M D I 、 英 福 美 ； B U D 比 B D P 有 较 高 的 受 体 亲 和 性 和 水 溶 性 ， 而 与 B M P 接 近 。	O O O B M M E O B M M M M M M M M E O B M E O O B M M M E O B M M E O B M E O B M E O B M E O O O O O O O O O O O O O O O O B M E O O O	dru dru dru dru dru dru dru dru dru
这 时 结 扎 动 脉 导 管 可 能 有 利 于 肺 动 脉 瓣 膜 切 开 术 肺 动 脉 充 血 。	O O O O O O O O O O O O O B M M M M M M E B M E O O O	pro O bod
【 临 床 流 行 病 学 】 R D S 主 要 发 生 在 早 产 儿 ， 其 发 生 率 和 严 重 程 度 与 胎 龄 及 出 生 体 重 呈 反 比 。	O O O O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis
